str_model,int_k,flt_rmse_train,flt_rmse_valid,flt_rmse_test,flt_mae_train,flt_mae_valid,flt_mae_test,flt_precision_at_10_valid,flt_recall_at_10_valid,flt_ndcg_at_10_valid,flt_map_at_10_valid,flt_hit_rate_at_10_valid,flt_coverage_valid,flt_precision_at_10_test,flt_recall_at_10_test,flt_ndcg_at_10_test,flt_map_at_10_test,flt_hit_rate_at_10_test,flt_coverage_test
SVD,10,0.8619193597537368,0.9890647959467779,0.976056656220598,0.6731496505276191,0.7884140477012044,0.7728586790726951,0.0010204081632653062,0.0003163100989187946,0.01020408163265306,0.0010204081632653062,0.01020408163265306,0.009574767671078569,0.002626970227670753,0.0007513930529064717,0.015494645394568147,0.002050496205487449,0.01926444833625219,0.017178259645170373
