str_model,int_embed_dim,str_hidden_dims,flt_dropout,flt_lr,int_batch_size,flt_rmse_train,flt_rmse_valid,flt_rmse_test,flt_mae_train,flt_mae_valid,flt_mae_test,flt_precision_at_10_valid,flt_recall_at_10_valid,flt_ndcg_at_10_valid,flt_map_at_10_valid,flt_hit_rate_at_10_valid,flt_coverage_valid,flt_precision_at_10_test,flt_recall_at_10_test,flt_ndcg_at_10_test,flt_map_at_10_test,flt_hit_rate_at_10_test,flt_coverage_test
NCF,93,"[93, 46, 23]",0.037181324517607695,0.004561684067631322,1024,0.4221287204109093,1.0451575484877966,1.0274982530778503,0.3163807305430324,0.8685381262858046,0.8426292342740106,0.2049,0.03651680046976085,0.4465858895297989,0.11630404761904763,0.723,0.15380464112250405,0.16920000000000002,0.03369804235879857,0.37047405453343807,0.09403512345679013,0.62,0.29627630868861304
